pressure fraction   pressure [df. units]M [Ms]              R [km]              
0.0080496           6.70596e+34         0.977412            11.7209             
0.00806444          6.71832e+34         0.978329            11.7205             
0.00807931          6.73071e+34         0.979241            11.72               
0.00809421          6.74312e+34         0.980156            11.7195             
0.00810913          6.75556e+34         0.981063            11.7189             
0.00812409          6.76801e+34         0.98198             11.7185             
0.00813907          6.78049e+34         0.982897            11.7181             
0.00815407          6.793e+34           0.983803            11.7174             
0.00816911          6.80552e+34         0.984724            11.717              
0.00818417          6.81807e+34         0.985639            11.7166             
0.00819926          6.83064e+34         0.986558            11.7161             
0.00821438          6.84324e+34         0.987469            11.7155             
0.00822953          6.85586e+34         0.98839             11.7151             
0.0082447           6.8685e+34          0.98931             11.7146             
0.00825991          6.88116e+34         0.990221            11.714              
0.00827514          6.89385e+34         0.991144            11.7136             
0.0082904           6.90656e+34         0.992063            11.7131             
0.00830568          6.9193e+34          0.992987            11.7127             
0.008321            6.93206e+34         0.9939              11.7121             
0.00833634          6.94484e+34         0.994826            11.7116             
0.00835171          6.95765e+34         0.995749            11.7112             
0.00836711          6.97048e+34         0.996666            11.7106             
0.00838254          6.98333e+34         0.99759             11.7101             
0.008398            6.99621e+34         0.998513            11.7096             
0.00841348          7.00911e+34         0.999441            11.7092             
0.008429            7.02203e+34         1.00036             11.7086             
0.00844454          7.03498e+34         1.00129             11.7082             
0.00846011          7.04795e+34         1.00221             11.7078             
0.00847571          7.06095e+34         1.00314             11.7073             
0.00849134          7.07397e+34         1.00406             11.7068             
0.008507            7.08701e+34         1.00499             11.7063             
0.00852268          7.10008e+34         1.00592             11.7059             
0.0085384           7.11317e+34         1.00684             11.7052             
0.00855414          7.12629e+34         1.00777             11.7049             
0.00856992          7.13943e+34         1.0087              11.7044             
0.00858572          7.15259e+34         1.00963             11.7039             
0.00860155          7.16578e+34         1.01056             11.7033             
0.00861741          7.17899e+34         1.01149             11.7029             
0.0086333           7.19223e+34         1.01242             11.7025             
0.00864922          7.20549e+34         1.01335             11.7019             
0.00866517          7.21878e+34         1.01428             11.7014             
0.00868115          7.23209e+34         1.01521             11.7009             
0.00869716          7.24543e+34         1.01615             11.7005             
0.00871319          7.25879e+34         1.01708             11.6999             
0.00872926          7.27217e+34         1.01802             11.6995             
0.00874535          7.28558e+34         1.01895             11.6991             
0.00876148          7.29901e+34         1.01989             11.6987             
0.00877764          7.31247e+34         1.02082             11.6981             
0.00879382          7.32596e+34         1.02176             11.6977             
0.00881004          7.33947e+34         1.02269             11.6973             
0.00882628          7.353e+34           1.02362             11.6968             
0.00884256          7.36656e+34         1.02456             11.6963             
0.00885886          7.38014e+34         1.0255              11.6959             
0.0088752           7.39375e+34         1.02644             11.6955             
0.00889156          7.40738e+34         1.02737             11.6949             
0.00890796          7.42104e+34         1.02832             11.6945             
0.00892438          7.43473e+34         1.02926             11.6941             
0.00894084          7.44843e+34         1.0302              11.6936             
0.00895733          7.46217e+34         1.03113             11.6931             
0.00897384          7.47593e+34         1.03208             11.6927             
0.00899039          7.48971e+34         1.03302             11.6922             
0.00900697          7.50352e+34         1.03396             11.6917             
0.00902358          7.51736e+34         1.0349              11.6912             
0.00904022          7.53122e+34         1.03585             11.6907             
0.00905688          7.54511e+34         1.03679             11.6903             
0.00907358          7.55902e+34         1.03773             11.6897             
0.00909032          7.57296e+34         1.03868             11.6894             
0.00910708          7.58692e+34         1.03962             11.6889             
0.00912387          7.60091e+34         1.04057             11.6885             
0.00914069          7.61493e+34         1.04151             11.6879             
0.00915755          7.62897e+34         1.04246             11.6875             
0.00917444          7.64304e+34         1.04341             11.6871             
0.00919135          7.65713e+34         1.04436             11.6866             
0.0092083           7.67125e+34         1.0453              11.6861             
0.00922528          7.6854e+34          1.04625             11.6857             
0.00924229          7.69957e+34         1.0472              11.6852             
0.00925933          7.71377e+34         1.04815             11.6847             
0.00927641          7.72799e+34         1.0491              11.6842             
0.00929351          7.74224e+34         1.05005             11.6838             
0.00931065          7.75652e+34         1.051               11.6834             
0.00932782          7.77082e+34         1.05194             11.6828             
0.00934502          7.78515e+34         1.0529              11.6824             
0.00936225          7.7995e+34          1.05385             11.6819             
0.00937951          7.81388e+34         1.05481             11.6815             
0.00939681          7.82829e+34         1.05575             11.6809             
0.00941413          7.84273e+34         1.05671             11.6805             
0.00943149          7.85719e+34         1.05766             11.68               
0.00944888          7.87168e+34         1.05862             11.6797             
0.00946631          7.88619e+34         1.05957             11.6791             
0.00948376          7.90073e+34         1.06053             11.6788             
0.00950125          7.9153e+34          1.06148             11.6783             
0.00951877          7.9299e+34          1.06244             11.6779             
0.00953632          7.94452e+34         1.06339             11.6774             
0.00955391          7.95917e+34         1.06435             11.677              
0.00957152          7.97384e+34         1.06531             11.6766             
0.00958917          7.98855e+34         1.06627             11.6762             
0.00960685          8.00328e+34         1.06722             11.6757             
0.00962457          8.01804e+34         1.06818             11.6753             
0.00964232          8.03282e+34         1.06914             11.6749             
0.00966009          8.04763e+34         1.0701              11.6744             
0.00967791          8.06247e+34         1.07106             11.674              
0.00969575          8.07734e+34         1.07202             11.6736             
0.00971363          8.09223e+34         1.07298             11.6732             
0.00973154          8.10715e+34         1.07394             11.6726             
0.00974949          8.1221e+34          1.0749              11.6722             
0.00976746          8.13708e+34         1.07586             11.6718             
0.00978547          8.15208e+34         1.07683             11.6714             
0.00980352          8.16712e+34         1.07778             11.6709             
0.0098216           8.18217e+34         1.07875             11.6705             
0.00983971          8.19726e+34         1.07971             11.67               
0.00985785          8.21238e+34         1.08068             11.6697             
0.00987603          8.22752e+34         1.08164             11.6691             
0.00989424          8.24269e+34         1.08261             11.6688             
0.00991248          8.25789e+34         1.08357             11.6684             
0.00993076          8.27312e+34         1.08454             11.6681             
0.00994907          8.28837e+34         1.0855              11.6675             
0.00996742          8.30366e+34         1.08647             11.6671             
0.0099858           8.31897e+34         1.08744             11.6667             
0.0100042           8.33431e+34         1.08841             11.6664             
0.0100227           8.34967e+34         1.08937             11.6658             
0.0100411           8.36507e+34         1.09034             11.6654             
0.0100597           8.3805e+34          1.09131             11.665              
0.0100782           8.39595e+34         1.09228             11.6646             
0.0100968           8.41143e+34         1.09324             11.664              
0.0101154           8.42694e+34         1.09422             11.6637             
0.0101341           8.44248e+34         1.09519             11.6632             
0.0101527           8.45805e+34         1.09616             11.6629             
0.0101715           8.47364e+34         1.09712             11.6623             
0.0101902           8.48927e+34         1.0981              11.6619             
0.010209            8.50492e+34         1.09907             11.6615             
0.0102278           8.5206e+34          1.10005             11.6611             
0.0102467           8.53632e+34         1.10101             11.6605             
0.0102656           8.55206e+34         1.10199             11.6602             
0.0102845           8.56782e+34         1.10296             11.6597             
0.0103035           8.58362e+34         1.10394             11.6594             
0.0103225           8.59945e+34         1.1049              11.6588             
0.0103415           8.61531e+34         1.10588             11.6585             
0.0103606           8.63119e+34         1.10686             11.6581             
0.0103797           8.64711e+34         1.10784             11.6578             
0.0103988           8.66305e+34         1.1088              11.6572             
0.010418            8.67903e+34         1.10978             11.6569             
0.0104372           8.69503e+34         1.11076             11.6565             
0.0104565           8.71106e+34         1.11174             11.6561             
0.0104757           8.72713e+34         1.11271             11.6556             
0.0104951           8.74322e+34         1.11369             11.6552             
0.0105144           8.75934e+34         1.11467             11.6548             
0.0105338           8.77549e+34         1.11565             11.6545             
0.0105532           8.79167e+34         1.11663             11.654              
0.0105727           8.80789e+34         1.1176              11.6535             
0.0105922           8.82413e+34         1.11859             11.6531             
0.0106117           8.8404e+34          1.11957             11.6528             
0.0106313           8.8567e+34          1.12055             11.6523             
0.0106509           8.87303e+34         1.12152             11.6518             
0.0106705           8.88939e+34         1.12251             11.6515             
0.0106902           8.90578e+34         1.12349             11.651              
0.0107099           8.9222e+34          1.12447             11.6506             
0.0107297           8.93866e+34         1.12545             11.6501             
0.0107494           8.95514e+34         1.12643             11.6498             
0.0107693           8.97165e+34         1.12742             11.6494             
0.0107891           8.9882e+34          1.1284              11.649              
0.010809            9.00477e+34         1.12938             11.6485             
0.0108289           9.02137e+34         1.13037             11.6482             
0.0108489           9.03801e+34         1.13135             11.6477             
0.0108689           9.05467e+34         1.13234             11.6474             
0.010889            9.07137e+34         1.13331             11.6468             
0.010909            9.0881e+34          1.1343              11.6465             
0.0109291           9.10485e+34         1.13529             11.6461             
0.0109493           9.12164e+34         1.13628             11.6458             
0.0109695           9.13846e+34         1.13725             11.6452             
0.0109897           9.15531e+34         1.13824             11.6448             
0.01101             9.1722e+34          1.13923             11.6444             
0.0110303           9.18911e+34         1.14022             11.6441             
0.0110506           9.20605e+34         1.14121             11.6436             
0.011071            9.22303e+34         1.14219             11.6431             
0.0110914           9.24003e+34         1.14318             11.6427             
0.0111119           9.25707e+34         1.14417             11.6423             
0.0111324           9.27414e+34         1.14516             11.6419             
0.0111529           9.29124e+34         1.14614             11.6413             
0.0111734           9.30838e+34         1.14714             11.641              
0.011194            9.32554e+34         1.14813             11.6405             
0.0112147           9.34273e+34         1.14912             11.6402             
0.0112354           9.35996e+34         1.1501              11.6396             
0.0112561           9.37722e+34         1.1511              11.6393             
0.0112768           9.39451e+34         1.15209             11.6388             
0.0112976           9.41184e+34         1.15308             11.6385             
0.0113185           9.42919e+34         1.15407             11.638              
0.0113393           9.44658e+34         1.15506             11.6376             
0.0113602           9.464e+34           1.15606             11.6372             
0.0113812           9.48145e+34         1.15705             11.6368             
0.0114022           9.49893e+34         1.15804             11.6364             
0.0114232           9.51645e+34         1.15903             11.6359             
0.0114443           9.53399e+34         1.16003             11.6356             
0.0114654           9.55157e+34         1.16102             11.6351             
0.0114865           9.56919e+34         1.16202             11.6348             
0.0115077           9.58683e+34         1.163               11.6342             
0.0115289           9.60451e+34         1.164               11.6339             
0.0115502           9.62222e+34         1.165               11.6334             
0.0115715           9.63996e+34         1.166               11.6331             
0.0115928           9.65774e+34         1.16699             11.6326             
0.0116142           9.67554e+34         1.16798             11.6322             
0.0116356           9.69339e+34         1.16898             11.6318             
0.0116571           9.71126e+34         1.16998             11.6314             
0.0116785           9.72917e+34         1.17098             11.631              
0.0117001           9.74711e+34         1.17197             11.6304             
0.0117217           9.76508e+34         1.17297             11.6301             
0.0117433           9.78309e+34         1.17397             11.6297             
0.0117649           9.80112e+34         1.17497             11.6293             
0.0117866           9.8192e+34          1.17596             11.6288             
0.0118084           9.8373e+34          1.17696             11.6285             
0.0118301           9.85544e+34         1.17796             11.6281             
0.0118519           9.87362e+34         1.17896             11.6278             
0.0118738           9.89182e+34         1.17996             11.6273             
0.0118957           9.91006e+34         1.18095             11.6268             
0.0119176           9.92834e+34         1.18196             11.6265             
0.0119396           9.94664e+34         1.18296             11.6261             
0.0119616           9.96498e+34         1.18396             11.6258             
0.0119837           9.98336e+34         1.18495             11.6252             
0.0120058           1.00018e+35         1.18596             11.6249             
0.0120279           1.00202e+35         1.18696             11.6245             
0.0120501           1.00387e+35         1.18797             11.6242             
0.0120723           1.00572e+35         1.18897             11.6237             
0.0120946           1.00757e+35         1.18996             11.6232             
0.0121169           1.00943e+35         1.19097             11.6229             
0.0121392           1.01129e+35         1.19197             11.6225             
0.0121616           1.01316e+35         1.19298             11.6221             
0.012184            1.01503e+35         1.19397             11.6215             
0.0122065           1.0169e+35          1.19498             11.6212             
0.012229            1.01877e+35         1.19598             11.6208             
0.0122515           1.02065e+35         1.19699             11.6204             
0.0122741           1.02253e+35         1.19799             11.62               
0.0122968           1.02442e+35         1.19899             11.6195             
0.0123194           1.02631e+35         1.2                 11.6192             
0.0123422           1.0282e+35          1.201               11.6188             
0.0123649           1.0301e+35          1.20201             11.6185             
0.0123877           1.032e+35           1.20301             11.6179             
0.0124106           1.0339e+35          1.20402             11.6176             
0.0124334           1.03581e+35         1.20503             11.6172             
0.0124564           1.03772e+35         1.20603             11.6169             
0.0124793           1.03963e+35         1.20704             11.6165             
0.0125023           1.04155e+35         1.20804             11.6159             
0.0125254           1.04347e+35         1.20905             11.6156             
0.0125485           1.04539e+35         1.21006             11.6152             
0.0125716           1.04732e+35         1.21107             11.6149             
0.0125948           1.04925e+35         1.21207             11.6144             
0.012618            1.05118e+35         1.21308             11.6139             
0.0126413           1.05312e+35         1.21409             11.6136             
0.0126646           1.05506e+35         1.2151              11.6132             
0.012688            1.05701e+35         1.21611             11.6129             
0.0127114           1.05896e+35         1.21711             11.6123             
0.0127348           1.06091e+35         1.21812             11.6119             
0.0127583           1.06287e+35         1.21913             11.6115             
0.0127818           1.06483e+35         1.22014             11.6111             
0.0128054           1.06679e+35         1.22115             11.6108             
0.012829            1.06876e+35         1.22215             11.6101             
0.0128527           1.07073e+35         1.22317             11.6098             
0.0128764           1.0727e+35          1.22418             11.6094             
0.0129001           1.07468e+35         1.22519             11.6091             
0.0129239           1.07666e+35         1.2262              11.6087             
0.0129477           1.07865e+35         1.22721             11.6082             
0.0129716           1.08064e+35         1.22822             11.6079             
0.0129955           1.08263e+35         1.22923             11.6075             
0.0130195           1.08463e+35         1.23025             11.6072             
0.0130435           1.08663e+35         1.23125             11.6067             
0.0130675           1.08863e+35         1.23226             11.6062             
0.0130916           1.09064e+35         1.23328             11.6059             
0.0131158           1.09265e+35         1.23429             11.6054             
0.0131399           1.09466e+35         1.23531             11.6051             
0.0131642           1.09668e+35         1.23631             11.6046             
0.0131884           1.0987e+35          1.23733             11.6042             
0.0132128           1.10073e+35         1.23834             11.6038             
0.0132371           1.10276e+35         1.23935             11.6034             
0.0132615           1.10479e+35         1.24037             11.603              
0.013286            1.10683e+35         1.24138             11.6024             
0.0133105           1.10887e+35         1.24239             11.6021             
0.013335            1.11092e+35         1.24341             11.6017             
0.0133596           1.11296e+35         1.24442             11.6013             
0.0133843           1.11502e+35         1.24544             11.6009             
0.0134089           1.11707e+35         1.24645             11.6003             
0.0134337           1.11913e+35         1.24746             11.5999             
0.0134584           1.1212e+35          1.24848             11.5996             
0.0134833           1.12326e+35         1.2495              11.5992             
0.0135081           1.12533e+35         1.25051             11.5988             
0.013533            1.12741e+35         1.25152             11.5983             
0.013558            1.12949e+35         1.25254             11.598              
0.013583            1.13157e+35         1.25355             11.5976             
0.013608            1.13366e+35         1.25457             11.5972             
0.0136331           1.13575e+35         1.25559             11.5968             
0.0136583           1.13784e+35         1.2566              11.5962             
0.0136834           1.13994e+35         1.25762             11.5959             
0.0137087           1.14204e+35         1.25863             11.5955             
0.0137339           1.14415e+35         1.25965             11.5951             
0.0137593           1.14626e+35         1.26067             11.5948             
0.0137846           1.14837e+35         1.26168             11.5942             
0.0138101           1.15049e+35         1.2627              11.5938             
0.0138355           1.15261e+35         1.26372             11.5934             
0.013861            1.15474e+35         1.26474             11.593              
0.0138866           1.15686e+35         1.26576             11.5926             
0.0139122           1.159e+35           1.26677             11.592              
0.0139379           1.16113e+35         1.26779             11.5917             
0.0139636           1.16328e+35         1.26881             11.5912             
0.0139893           1.16542e+35         1.26983             11.5908             
0.0140151           1.16757e+35         1.27085             11.5905             
0.0140409           1.16972e+35         1.27185             11.5898             
0.0140668           1.17188e+35         1.27288             11.5895             
0.0140928           1.17404e+35         1.2739              11.5891             
0.0141188           1.17621e+35         1.27492             11.5888             
0.0141448           1.17837e+35         1.27594             11.5884             
0.0141709           1.18055e+35         1.27695             11.5878             
0.014197            1.18272e+35         1.27797             11.5875             
0.0142232           1.1849e+35          1.27899             11.5871             
0.0142494           1.18709e+35         1.28001             11.5867             
0.0142757           1.18928e+35         1.28103             11.5864             
0.014302            1.19147e+35         1.28204             11.5858             
0.0143284           1.19367e+35         1.28307             11.5854             
0.0143548           1.19587e+35         1.28409             11.585              
0.0143813           1.19807e+35         1.28511             11.5846             
0.0144078           1.20028e+35         1.28613             11.5842             
0.0144344           1.2025e+35          1.28715             11.5837             
0.014461            1.20471e+35         1.28816             11.5832             
0.0144876           1.20694e+35         1.28919             11.5829             
0.0145143           1.20916e+35         1.29021             11.5824             
0.0145411           1.21139e+35         1.29123             11.582              
0.0145679           1.21362e+35         1.29225             11.5816             
0.0145948           1.21586e+35         1.29327             11.581              
0.0146217           1.2181e+35          1.29429             11.5806             
0.0146487           1.22035e+35         1.29531             11.5802             
0.0146757           1.2226e+35          1.29633             11.5798             
0.0147027           1.22486e+35         1.29736             11.5794             
0.0147298           1.22711e+35         1.29837             11.5788             
0.014757            1.22938e+35         1.29939             11.5785             
0.0147842           1.23164e+35         1.30042             11.5781             
0.0148115           1.23391e+35         1.30144             11.5777             
0.0148388           1.23619e+35         1.30246             11.5774             
0.0148661           1.23847e+35         1.30348             11.5768             
0.0148936           1.24075e+35         1.3045              11.5764             
0.014921            1.24304e+35         1.30552             11.576              
0.0149485           1.24533e+35         1.30654             11.5756             
0.0149761           1.24763e+35         1.30757             11.5752             
0.0150037           1.24993e+35         1.30859             11.5748             
0.0150314           1.25223e+35         1.30961             11.5742             
0.0150591           1.25454e+35         1.31063             11.5738             
0.0150869           1.25686e+35         1.31166             11.5734             
0.0151147           1.25917e+35         1.31268             11.573              
0.0151426           1.2615e+35          1.3137              11.5726             
0.0151705           1.26382e+35         1.31472             11.5719             
0.0151985           1.26615e+35         1.31574             11.5715             
0.0152265           1.26849e+35         1.31677             11.5711             
0.0152546           1.27083e+35         1.31779             11.5706             
0.0152827           1.27317e+35         1.31882             11.5703             
0.0153109           1.27552e+35         1.31984             11.5698             
0.0153391           1.27787e+35         1.32085             11.5693             
0.0153674           1.28023e+35         1.32188             11.5689             
0.0153957           1.28259e+35         1.3229              11.5685             
0.0154241           1.28495e+35         1.32393             11.5681             
0.0154525           1.28732e+35         1.32495             11.5677             
0.015481            1.28969e+35         1.32597             11.5671             
0.0155096           1.29207e+35         1.32699             11.5667             
0.0155382           1.29446e+35         1.32802             11.5663             
0.0155668           1.29684e+35         1.32904             11.5659             
0.0155955           1.29923e+35         1.33007             11.5655             
0.0156243           1.30163e+35         1.33109             11.5651             
0.0156531           1.30403e+35         1.33211             11.5645             
0.015682            1.30643e+35         1.33313             11.5641             
0.0157109           1.30884e+35         1.33416             11.5637             
0.0157399           1.31126e+35         1.33518             11.5632             
0.0157689           1.31367e+35         1.33621             11.5628             
0.015798            1.3161e+35          1.33722             11.5622             
0.0158271           1.31852e+35         1.33825             11.5617             
0.0158563           1.32095e+35         1.33927             11.5613             
0.0158855           1.32339e+35         1.3403              11.5608             
0.0159148           1.32583e+35         1.34132             11.5604             
0.0159441           1.32827e+35         1.34235             11.56               
0.0159735           1.33072e+35         1.34336             11.5594             
0.016003            1.33318e+35         1.34439             11.559              
0.0160325           1.33564e+35         1.34542             11.5587             
0.0160621           1.3381e+35          1.34644             11.5582             
0.0160917           1.34057e+35         1.34747             11.5579             
0.0161214           1.34304e+35         1.34849             11.5574             
0.0161511           1.34551e+35         1.34951             11.5568             
0.0161809           1.348e+35           1.35053             11.5565             
0.0162107           1.35048e+35         1.35156             11.556              
0.0162406           1.35297e+35         1.35258             11.5556             
0.0162705           1.35547e+35         1.35361             11.5552             
0.0163005           1.35797e+35         1.35463             11.5547             
0.0163306           1.36047e+35         1.35565             11.5542             
0.0163607           1.36298e+35         1.35667             11.5538             
0.0163909           1.36549e+35         1.3577              11.5534             
0.0164211           1.36801e+35         1.35872             11.553              
0.0164514           1.37053e+35         1.35975             11.5526             
0.0164817           1.37306e+35         1.36077             11.552              
0.0165121           1.37559e+35         1.36179             11.5515             
0.0165426           1.37813e+35         1.36282             11.5511             
0.0165731           1.38067e+35         1.36384             11.5506             
0.0166036           1.38321e+35         1.36486             11.5502             
0.0166342           1.38577e+35         1.36589             11.5498             
0.0166649           1.38832e+35         1.36691             11.5493             
0.0166956           1.39088e+35         1.36793             11.5488             
0.0167264           1.39345e+35         1.36896             11.5485             
0.0167573           1.39601e+35         1.36998             11.548              
0.0167882           1.39859e+35         1.371               11.5476             
0.0168191           1.40117e+35         1.37203             11.5473             
0.0168501           1.40375e+35         1.37305             11.5467             
0.0168812           1.40634e+35         1.37407             11.5462             
0.0169123           1.40893e+35         1.3751              11.5459             
0.0169435           1.41153e+35         1.37612             11.5454             
0.0169748           1.41413e+35         1.37714             11.5449             
0.0170061           1.41674e+35         1.37817             11.5445             
0.0170374           1.41935e+35         1.37919             11.5439             
0.0170688           1.42197e+35         1.38021             11.5434             
0.0171003           1.42459e+35         1.38123             11.543              
0.0171318           1.42722e+35         1.38226             11.5425             
0.0171634           1.42985e+35         1.38328             11.542              
0.0171951           1.43249e+35         1.38431             11.5416             
0.0172268           1.43513e+35         1.38532             11.541              
0.0172586           1.43778e+35         1.38634             11.5404             
0.0172904           1.44043e+35         1.38737             11.54               
0.0173223           1.44308e+35         1.38839             11.5396             
0.0173542           1.44574e+35         1.38941             11.5391             
0.0173862           1.44841e+35         1.39044             11.5387             
0.0174183           1.45108e+35         1.39146             11.5382             
0.0174504           1.45376e+35         1.39248             11.5376             
0.0174826           1.45644e+35         1.3935              11.5372             
0.0175148           1.45912e+35         1.39453             11.5368             
0.0175471           1.46181e+35         1.39555             11.5362             
0.0175794           1.46451e+35         1.39657             11.5358             
0.0176119           1.46721e+35         1.39759             11.5354             
0.0176443           1.46991e+35         1.39861             11.5347             
0.0176769           1.47262e+35         1.39963             11.5343             
0.0177095           1.47534e+35         1.40066             11.5339             
0.0177421           1.47806e+35         1.40168             11.5334             
0.0177748           1.48079e+35         1.4027              11.5329             
0.0178076           1.48352e+35         1.40372             11.5325             
0.0178404           1.48625e+35         1.40474             11.5319             
0.0178733           1.48899e+35         1.40576             11.5314             
0.0179063           1.49174e+35         1.40678             11.5309             
0.0179393           1.49449e+35         1.4078              11.5305             
0.0179724           1.49724e+35         1.40882             11.5299             
0.0180055           1.50001e+35         1.40985             11.5296             
0.0180387           1.50277e+35         1.41087             11.5291             
0.018072            1.50554e+35         1.41188             11.5284             
0.0181053           1.50832e+35         1.4129              11.528              
0.0181387           1.5111e+35          1.41393             11.5276             
0.0181722           1.51389e+35         1.41495             11.5271             
0.0182057           1.51668e+35         1.41597             11.5267             
0.0182392           1.51947e+35         1.41699             11.5262             
0.0182729           1.52228e+35         1.41801             11.5256             
0.0183066           1.52508e+35         1.41902             11.525              
0.0183403           1.5279e+35          1.42005             11.5246             
0.0183741           1.53071e+35         1.42107             11.5241             
0.018408            1.53353e+35         1.42209             11.5236             
0.018442            1.53636e+35         1.42311             11.5232             
0.018476            1.5392e+35          1.42413             11.5227             
0.01851             1.54203e+35         1.42514             11.5219             
0.0185442           1.54488e+35         1.42616             11.5214             
0.0185784           1.54773e+35         1.42718             11.521              
0.0186126           1.55058e+35         1.4282              11.5204             
0.0186469           1.55344e+35         1.42922             11.5199             
0.0186813           1.5563e+35          1.43024             11.5195             
0.0187158           1.55917e+35         1.43126             11.519              
0.0187503           1.56205e+35         1.43227             11.5184             
0.0187849           1.56493e+35         1.43329             11.518              
0.0188195           1.56781e+35         1.43431             11.5176             
0.0188542           1.57071e+35         1.43533             11.5171             
0.018889            1.5736e+35          1.43635             11.5167             
0.0189238           1.5765e+35          1.43737             11.5163             
0.0189587           1.57941e+35         1.43838             11.5158             
0.0189936           1.58232e+35         1.43939             11.5152             
0.0190287           1.58524e+35         1.44041             11.5148             
0.0190638           1.58816e+35         1.44143             11.5143             
0.0190989           1.59109e+35         1.44245             11.5138             
0.0191341           1.59403e+35         1.44347             11.5134             
0.0191694           1.59696e+35         1.44449             11.5129             
0.0192048           1.59991e+35         1.4455              11.5123             
0.0192402           1.60286e+35         1.44651             11.5117             
0.0192756           1.60582e+35         1.44753             11.5112             
0.0193112           1.60878e+35         1.44855             11.5107             
0.0193468           1.61174e+35         1.44956             11.5101             
0.0193825           1.61471e+35         1.45058             11.5096             
0.0194182           1.61769e+35         1.4516              11.5092             
0.019454            1.62067e+35         1.45261             11.5086             
0.0194899           1.62366e+35         1.45362             11.508              
0.0195258           1.62666e+35         1.45464             11.5075             
0.0195618           1.62966e+35         1.45566             11.5071             
0.0195979           1.63266e+35         1.45667             11.5065             
0.019634            1.63567e+35         1.45769             11.506              
0.0196702           1.63869e+35         1.4587              11.5055             
0.0197065           1.64171e+35         1.45971             11.5049             
0.0197428           1.64474e+35         1.46072             11.5043             
0.0197793           1.64777e+35         1.46174             11.5038             
0.0198157           1.65081e+35         1.46275             11.5034             
0.0198523           1.65385e+35         1.46376             11.5028             
0.0198889           1.6569e+35          1.46478             11.5023             
0.0199255           1.65996e+35         1.4658              11.5018             
0.0199623           1.66302e+35         1.46681             11.5013             
0.0199991           1.66608e+35         1.46781             11.5005             
0.020036            1.66916e+35         1.46883             11.5                
0.0200729           1.67223e+35         1.46984             11.4995             
0.0201099           1.67532e+35         1.47085             11.499              
0.020147            1.67841e+35         1.47186             11.4985             
0.0201842           1.6815e+35          1.47288             11.498              
0.0202214           1.6846e+35          1.47389             11.4975             
0.0202587           1.68771e+35         1.47489             11.4968             
0.020296            1.69082e+35         1.47591             11.4962             
0.0203334           1.69394e+35         1.47692             11.4957             
0.0203709           1.69706e+35         1.47793             11.4952             
0.0204085           1.70019e+35         1.47894             11.4946             
0.0204461           1.70333e+35         1.47995             11.4941             
0.0204838           1.70647e+35         1.48096             11.4936             
0.0205216           1.70961e+35         1.48197             11.493              
0.0205594           1.71277e+35         1.48297             11.4923             
0.0205974           1.71592e+35         1.48399             11.4918             
0.0206353           1.71909e+35         1.485               11.4914             
0.0206734           1.72226e+35         1.48601             11.4909             
0.0207115           1.72543e+35         1.48701             11.4903             
0.0207497           1.72862e+35         1.48802             11.4899             
0.020788            1.7318e+35          1.48903             11.4894             
0.0208263           1.735e+35           1.49004             11.4888             
0.0208647           1.7382e+35          1.49104             11.4883             
0.0209032           1.7414e+35          1.49205             11.4879             
0.0209417           1.74461e+35         1.49306             11.4874             
0.0209803           1.74783e+35         1.49406             11.4868             
0.021019            1.75105e+35         1.49507             11.4863             
0.0210578           1.75428e+35         1.49608             11.4858             
0.0210966           1.75752e+35         1.49709             11.4853             
0.0211355           1.76076e+35         1.49809             11.4845             
0.0211745           1.764e+35           1.49909             11.4839             
0.0212135           1.76726e+35         1.5001              11.4834             
0.0212526           1.77051e+35         1.50111             11.4828             
0.0212918           1.77378e+35         1.50211             11.4822             
0.0213311           1.77705e+35         1.50312             11.4816             
0.0213704           1.78033e+35         1.50412             11.4811             
0.0214098           1.78361e+35         1.50513             11.4805             
0.0214493           1.7869e+35          1.50612             11.4798             
0.0214888           1.79019e+35         1.50713             11.4793             
0.0215285           1.79349e+35         1.50813             11.4788             
0.0215682           1.7968e+35          1.50914             11.4784             
0.0216079           1.80011e+35         1.51014             11.4777             
0.0216478           1.80343e+35         1.51114             11.4772             
0.0216877           1.80676e+35         1.51215             11.4767             
0.0217277           1.81009e+35         1.51315             11.4761             
0.0217678           1.81343e+35         1.51414             11.4753             
0.0218079           1.81677e+35         1.51514             11.4747             
0.0218481           1.82012e+35         1.51615             11.4742             
0.0218884           1.82348e+35         1.51715             11.4736             
0.0219288           1.82684e+35         1.51815             11.473              
0.0219692           1.83021e+35         1.51915             11.4724             
0.0220097           1.83358e+35         1.52015             11.4718             
0.0220503           1.83696e+35         1.52115             11.4712             
0.0220909           1.84035e+35         1.52214             11.4705             
0.0221317           1.84375e+35         1.52314             11.4699             
0.0221725           1.84715e+35         1.52414             11.4695             
0.0222134           1.85055e+35         1.52514             11.469              
0.0222543           1.85396e+35         1.52614             11.4685             
0.0222954           1.85738e+35         1.52714             11.468              
0.0223365           1.86081e+35         1.52814             11.4675             
0.0223777           1.86424e+35         1.52914             11.467              
